Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total_Bathrooms,Total_Porch_SF,Lot Area_Log,SalePrice_Log
70,528458110,20,2,75.0,9000,3,3,4,24,2,0,2,8,5,2008,2008,1,13,4,36.0,4,3,2,4,3,0,2,1078.0,6,0.0,488.0,1566.0,5,1,4,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,7,0,1,2008.0,2,2.0,2,144,168,0,0,0,0,0,4,2010,9,4,262500,3.0,168,9.105090961257085,12.47801017053037
71,528477080,60,2,100.0,12552,3,3,0,24,2,0,5,7,5,2004,2005,1,13,3,0.0,4,3,2,4,3,3,2,222.0,6,0.0,769.0,991.0,5,1,4,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,7,1,1,2004.0,2,2.0,2,0,136,0,0,0,0,0,5,2010,9,4,254900,2.5,136,9.437714959818209,12.448630513463613
72,528480090,20,2,84.0,10440,3,3,0,24,2,0,2,6,5,2005,2005,1,13,3,0.0,4,3,2,5,3,3,2,1414.0,6,0.0,54.0,1468.0,5,1,4,1468,0,0,1468,1.0,0.0,2,0,2,1,4,6,7,1,1,2005.0,0,2.0,2,0,102,0,0,216,0,0,5,2010,9,4,271500,3.0,318,9.25349564229011,12.511721101590597
73,531367050,60,5,76.0,10142,0,3,4,23,2,0,5,7,5,2004,2004,1,13,3,0.0,4,3,2,4,3,3,2,656.0,6,0.0,300.0,956.0,5,1,4,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,7,0,3,2004.0,2,2.0,2,0,45,0,0,0,0,0,1,2010,9,4,233000,3.5,45,9.224539091375995,12.358798024384122
74,531369060,60,5,70.0,11920,3,3,4,23,2,0,5,7,5,2004,2004,1,13,1,122.0,4,3,2,4,3,0,6,0.0,6,0.0,831.0,831.0,5,1,4,831,828,0,1659,0.0,0.0,2,1,3,1,4,8,7,0,1,2004.0,2,2.0,2,144,68,0,0,0,0,0,4,2010,9,4,181000,2.5,68,9.386056829718001,12.10625783509458
75,531380080,60,5,67.0,8880,0,3,4,23,2,0,5,7,5,1994,2002,1,13,3,0.0,4,3,2,4,3,3,2,695.0,6,0.0,253.0,948.0,5,1,4,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,7,2,1,1994.0,2,2.0,2,0,130,0,0,0,0,0,5,2010,9,4,205000,3.5,130,9.091669442258505,12.230770136157428
76,531451110,120,5,50.0,8012,3,3,4,23,2,4,2,6,5,1980,1980,1,9,3,0.0,3,3,1,4,3,3,1,543.0,1,119.0,261.0,923.0,3,1,4,923,0,0,923,0.0,0.0,2,0,2,1,3,5,7,1,1,1980.0,2,1.0,2,80,0,0,0,0,0,0,5,2010,9,4,143000,2.0,0,8.98882050177807,11.870606902224587
77,531451280,60,5,70.0,11218,3,3,4,23,2,0,5,6,5,1992,1992,1,14,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,1055.0,1055.0,5,1,4,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,7,1,1,1992.0,2,2.0,2,635,104,0,0,0,0,400,5,2010,9,4,189000,2.5,104,9.325364048544964,12.149507585033072
78,531452020,120,5,55.0,7892,3,3,4,23,2,4,2,6,5,1979,1979,1,9,3,0.0,3,3,1,4,3,3,6,0.0,6,0.0,918.0,918.0,3,1,4,918,0,0,918,0.0,0.0,2,0,2,1,3,5,7,1,1,1979.0,3,1.0,2,28,0,0,0,0,0,0,4,2010,9,4,99500,2.0,0,8.973731569708402,11.507922973347437
79,531452050,120,5,50.0,7175,3,3,4,23,2,4,2,6,5,1984,1984,1,9,3,0.0,3,3,1,4,3,3,0,623.0,3,121.0,0.0,744.0,3,1,4,752,0,0,752,1.0,0.0,1,0,2,1,3,4,7,0,1,1984.0,3,1.0,2,353,0,0,0,90,0,0,2,2010,9,4,125000,2.0,90,8.878497403738631,11.736077016252437
80,531452180,60,5,67.0,9453,0,3,1,23,7,0,5,7,7,1993,2003,1,6,3,0.0,4,3,2,4,3,3,1,402.0,6,0.0,594.0,996.0,5,1,4,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,7,0,1,1993.0,2,2.0,2,370,70,0,238,0,0,0,2,2010,9,4,194500,2.5,308,9.154193211353181,12.178192583415596
81,531453010,20,5,81.0,9672,3,3,0,23,2,0,2,6,5,1984,1985,3,6,3,0.0,3,3,2,4,3,3,2,338.0,6,0.0,702.0,1040.0,3,1,4,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,7,0,1,1986.0,3,2.0,2,0,0,0,0,0,0,0,5,2010,9,4,152000,2.0,0,9.177093778182547,11.931642378754141
82,531453040,60,5,70.0,8400,3,3,4,23,2,0,5,6,6,1980,1981,1,6,1,130.0,3,3,1,4,3,3,6,0.0,6,0.0,650.0,650.0,3,1,4,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,7,1,1,1980.0,3,2.0,2,0,50,0,0,204,0,0,4,2010,9,4,171000,2.5,254,9.036106025364846,12.049424683420915
83,531477050,30,4,70.0,9800,3,3,0,23,1,0,2,5,5,1920,1950,1,14,3,0.0,3,2,0,3,3,3,6,0.0,6,0.0,816.0,816.0,3,0,0,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,7,0,5,1920.0,3,1.0,2,121,0,80,0,0,0,0,4,2010,9,4,67500,1.0,80,9.19023970026918,11.119897691565697
84,532351140,90,6,68.0,8930,3,3,4,22,5,2,0,6,5,1978,1978,1,13,3,0.0,3,3,3,0,0,4,4,0.0,4,0.0,0.0,0.0,3,1,4,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,7,0,1,1978.0,3,2.0,2,0,0,0,0,0,0,0,4,2010,9,4,112000,2.0,0,9.097283649683886,11.626263078808801
85,532354090,85,5,88.0,11782,0,3,4,22,2,0,6,5,7,1961,1995,1,6,3,0.0,3,3,1,3,3,0,0,899.0,6,0.0,210.0,1109.0,3,1,4,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,3,0,5,1987.0,3,2.0,2,192,0,0,0,0,0,400,6,2010,9,4,148000,2.0,0,9.37441309371334,11.904974309480181
86,532376160,20,5,65.0,8450,3,3,4,22,5,0,2,5,8,1965,2009,1,8,3,0.0,3,4,1,3,3,3,2,553.0,1,117.0,224.0,894.0,5,1,4,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,1,5,1973.0,3,1.0,2,416,144,0,0,0,0,0,4,2010,9,4,138500,2.0,144,9.042040056544483,11.83863282480007
87,532377060,20,5,72.0,9819,0,3,4,22,2,0,2,5,5,1967,1967,1,8,1,31.0,3,4,1,3,3,3,1,450.0,6,0.0,432.0,882.0,3,1,4,900,0,0,900,0.0,0.0,1,0,3,1,3,5,7,0,5,1970.0,3,1.0,2,0,0,0,0,0,0,0,2,2010,9,4,122000,1.0,0,9.192176401348512,11.711784520403112
88,532377100,20,5,75.0,7500,3,3,0,22,1,0,2,5,5,1963,1963,1,6,3,0.0,3,3,1,3,3,3,0,824.0,6,0.0,216.0,1040.0,2,1,4,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,7,0,1,1963.0,0,1.0,2,0,0,220,0,0,0,0,6,2010,9,4,133000,2.5,220,8.922791623969637,11.798111925972618
89,532378110,20,5,72.0,6897,0,3,0,22,2,0,2,5,8,1962,2010,1,6,3,0.0,3,4,1,3,3,3,0,659.0,6,0.0,381.0,1040.0,5,1,4,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,7,0,5,1962.0,3,1.0,2,0,104,0,0,0,0,0,4,2010,9,4,127000,2.5,104,8.838986793496787,11.751950239425476
90,532479070,20,5,39.0,15410,0,3,1,22,7,0,2,6,6,1974,2002,3,9,0,250.0,3,4,1,3,3,1,1,126.0,2,859.0,223.0,1208.0,5,1,4,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,7,2,1,1974.0,0,2.0,2,296,0,186,0,0,0,0,4,2010,9,0,169000,3.0,186,9.642836819135377,12.037659911047468
91,533130020,60,5,107.0,10186,0,3,4,18,2,0,5,7,5,1992,1992,1,6,3,0.0,4,3,2,4,3,3,2,674.0,6,0.0,76.0,750.0,5,1,4,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,7,1,1,1992.0,2,2.0,2,240,39,0,0,0,0,0,6,2010,9,4,190000,3.5,39,9.228867676590067,12.154784614286667
92,533130130,60,5,85.0,13143,0,3,4,18,2,0,5,8,5,1993,1993,1,6,1,504.0,4,3,2,4,3,3,3,250.0,2,981.0,0.0,1231.0,5,1,4,1251,1098,0,2349,1.0,0.0,2,1,4,1,4,9,7,1,1,1993.0,2,3.0,2,32,130,0,0,0,0,0,6,2010,9,4,362500,3.5,130,9.483720659717104,12.80078251189375
93,533130160,60,5,88.0,11134,3,3,4,18,2,0,5,8,5,1992,1993,1,6,1,180.0,4,3,2,4,3,3,2,1129.0,6,0.0,261.0,1390.0,5,1,4,1402,823,0,2225,1.0,0.0,2,1,4,1,4,7,7,1,1,1992.0,2,3.0,2,198,30,0,0,0,0,0,6,2010,9,4,285000,3.5,30,9.317848579691468,12.560247968016562
94,533205060,120,2,25.0,4835,0,3,1,24,2,4,2,7,5,2004,2005,1,8,3,0.0,4,3,2,5,3,0,2,1298.0,6,0.0,190.0,1488.0,5,1,4,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,7,1,1,2004.0,0,2.0,2,168,50,0,0,0,0,0,3,2010,9,4,260000,3.0,50,8.483843211734683,12.468440756144114
95,533208090,160,2,39.0,3515,3,3,4,24,2,4,5,7,5,2004,2004,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,840.0,840.0,5,1,4,840,840,0,1680,0.0,0.0,2,1,2,1,4,3,7,0,1,2004.0,2,2.0,2,0,111,0,0,0,0,0,1,2010,9,4,190000,2.5,111,8.165079258805068,12.154784614286667
96,533210060,160,2,30.0,3215,3,3,4,24,2,4,5,7,5,2004,2004,1,8,1,120.0,4,3,2,4,3,0,2,280.0,6,0.0,320.0,600.0,5,1,4,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,7,0,5,2004.0,2,2.0,2,0,172,0,0,0,0,0,4,2010,3,4,155000,2.5,172,8.075893630298857,11.951186847493476
97,533212010,160,2,30.0,3182,3,3,4,24,2,4,5,7,5,2004,2005,1,8,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,600.0,600.0,5,1,4,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,7,0,5,2004.0,2,2.0,2,0,172,0,0,0,0,0,6,2010,9,4,151000,2.5,172,8.065579427282092,11.92504173829169
98,533212020,160,2,24.0,2544,3,3,4,24,2,3,5,7,5,2004,2005,1,8,3,0.0,4,3,2,4,3,3,2,368.0,0,42.0,190.0,600.0,5,1,4,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,7,0,5,2004.0,2,2.0,2,0,172,0,0,0,0,0,2,2010,9,4,149500,3.5,172,7.841885928984623,11.915058360753719
99,533212060,160,2,24.0,2544,3,3,4,24,2,3,5,6,5,2005,2005,1,13,1,216.0,4,3,2,4,3,3,2,376.0,6,0.0,224.0,600.0,5,1,4,600,636,0,1236,1.0,0.0,2,1,2,1,4,4,7,0,5,2005.0,2,2.0,2,0,166,0,0,0,0,0,5,2010,9,4,152000,3.5,166,7.841885928984623,11.931642378754141
100,533213030,20,2,72.5,4403,1,3,4,24,2,0,2,7,5,2009,2009,1,8,4,432.0,5,3,2,5,3,0,2,578.0,6,0.0,892.0,1470.0,5,1,4,1478,0,0,1478,1.0,0.0,2,1,2,1,4,7,7,1,1,2009.0,0,2.0,2,0,144,0,0,0,0,0,6,2010,6,5,222000,3.5,144,8.390268497842571,12.310437165348775
101,533221090,160,2,72.5,2117,3,3,4,24,2,3,5,6,5,2000,2000,1,8,1,216.0,4,3,2,4,3,3,2,378.0,6,0.0,378.0,756.0,5,1,4,769,804,0,1573,0.0,0.0,2,1,3,1,4,5,7,0,5,2000.0,3,2.0,2,0,32,0,0,0,0,0,6,2010,9,4,177500,2.5,32,7.658227526161352,12.086731521684555
102,533221110,160,2,72.5,2980,3,3,0,24,2,4,5,6,5,2000,2000,1,8,1,1159.0,4,3,2,4,3,3,2,466.0,6,0.0,290.0,756.0,5,1,4,756,756,0,1512,1.0,0.0,2,1,2,1,4,5,7,0,5,2000.0,3,2.0,2,0,32,0,0,0,0,0,5,2010,9,4,177000,3.5,32,8.000014093678072,12.083910661257521
103,533223020,160,2,24.0,2572,3,3,2,24,2,3,5,7,5,1999,1999,3,8,3,0.0,4,3,2,4,3,3,0,604.0,6,0.0,92.0,696.0,5,1,4,696,720,0,1416,1.0,0.0,2,1,3,1,4,6,7,0,5,1999.0,3,2.0,2,0,44,0,0,0,0,0,5,2010,9,4,155000,3.5,44,7.8528278122817445,11.951186847493476
104,533223100,160,2,72.5,2403,0,3,2,24,2,4,5,7,5,2003,2003,1,13,3,0.0,4,3,2,4,3,3,2,244.0,6,0.0,286.0,530.0,5,1,4,530,550,0,1080,0.0,0.0,2,1,2,1,4,4,7,0,1,2003.0,2,2.0,2,0,50,0,0,0,0,0,6,2010,9,4,147110,2.5,50,7.784889295655098,11.898942682855576
105,533238045,20,2,57.0,12853,0,3,4,24,2,0,2,8,5,2010,2010,1,5,3,0.0,4,3,2,5,1,3,2,1032.0,6,0.0,610.0,1642.0,5,1,4,1418,0,0,1418,1.0,0.0,1,1,1,1,4,6,7,1,1,2010.0,2,3.0,2,160,192,0,224,0,0,0,4,2010,6,5,267916,2.5,416,9.461410325931231,12.498432510033044
106,533244030,60,2,68.0,7379,0,3,4,24,2,0,5,8,5,2000,2000,1,13,3,0.0,4,3,2,4,3,3,2,484.0,6,0.0,491.0,975.0,5,1,4,975,873,0,1848,1.0,0.0,2,1,3,1,4,7,7,1,1,2000.0,2,2.0,2,280,184,0,0,0,0,0,4,2010,9,4,254000,3.5,184,8.906528917594517,12.445093483000798
107,533253060,120,5,30.0,4420,0,3,1,9,2,4,2,8,5,1980,1980,1,14,3,0.0,4,3,1,4,3,1,2,728.0,6,0.0,0.0,728.0,3,1,4,788,0,0,788,1.0,0.0,1,0,1,1,4,3,7,1,5,1980.0,0,2.0,2,133,42,0,0,0,0,0,6,2010,9,4,155000,2.0,42,8.394121193826242,11.951186847493476
108,533253210,120,5,40.0,3880,0,3,4,9,2,3,2,8,6,1978,1978,1,14,3,0.0,4,3,1,4,3,1,2,1052.0,6,0.0,174.0,1226.0,3,1,4,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,7,1,1,1978.0,0,2.0,2,223,78,0,0,0,0,0,1,2010,9,4,206000,2.0,78,8.263848131368906,12.235636302128867
109,533352170,60,5,72.0,13517,0,3,1,22,5,0,5,6,8,1976,2005,1,6,1,289.0,4,3,1,3,3,3,2,533.0,6,0.0,192.0,725.0,5,1,4,725,754,0,1479,0.0,0.0,2,1,3,1,4,6,7,0,1,1976.0,2,2.0,2,0,44,0,0,0,0,0,3,2010,9,4,130500,2.5,44,9.511777409660299,11.779136168550774
110,534102025,20,2,80.0,8000,3,3,4,24,2,0,2,7,5,2002,2002,1,13,3,0.0,4,3,2,4,3,3,2,833.0,6,0.0,659.0,1492.0,5,1,4,1492,0,0,1492,1.0,0.0,2,0,3,1,4,6,7,1,1,2002.0,2,2.0,2,277,137,0,0,0,0,0,4,2010,9,4,230000,3.0,137,8.987321812850125,12.345838935721968
111,534129040,20,5,80.0,10456,0,3,4,17,2,0,2,6,6,1967,1967,3,6,1,120.0,3,3,1,3,3,3,2,506.0,6,0.0,1323.0,1829.0,4,1,4,1829,0,0,1829,1.0,0.0,2,0,4,1,3,8,7,0,1,1967.0,2,2.0,2,0,76,0,0,0,0,0,5,2010,9,4,218500,3.0,76,9.25502688959859,12.294545870166347
112,534151175,60,5,80.0,10791,3,3,4,17,2,0,5,6,5,1993,1993,1,8,3,0.0,3,3,2,4,3,2,2,1137.0,6,0.0,143.0,1280.0,5,1,4,1280,1215,0,2495,1.0,0.0,2,1,4,1,4,9,7,1,1,1993.0,3,2.0,2,224,32,0,0,0,0,0,3,2010,9,4,243500,3.5,32,9.286560397887591,12.40287632827253
113,534152050,20,5,80.0,10603,0,3,4,17,2,0,2,6,7,1977,2001,1,9,1,28.0,3,3,2,3,3,2,0,1200.0,6,0.0,410.0,1610.0,4,1,4,1610,0,0,1610,1.0,0.0,2,0,3,1,4,6,7,2,1,1977.0,2,2.0,2,168,68,0,0,0,0,0,2,2010,9,4,205000,3.0,68,9.268986567408916,12.230770136157428
114,534152070,50,5,80.0,18837,0,3,4,17,2,0,0,6,5,1978,1978,1,8,3,0.0,3,3,2,4,3,2,0,687.0,3,46.0,491.0,1224.0,3,1,4,1287,604,0,1891,0.0,1.0,3,0,3,1,3,7,7,1,1,1978.0,2,2.0,2,0,69,0,0,0,0,0,4,2010,9,4,212500,3.5,69,9.843631385382762,12.26670197321789
115,534152100,60,5,80.0,10421,3,3,4,17,2,0,5,7,5,1988,1988,1,6,1,42.0,3,3,1,4,3,3,2,394.0,6,0.0,586.0,980.0,3,1,4,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,7,1,1,1988.0,3,2.0,2,228,66,156,0,0,0,500,3,2010,9,4,196500,2.5,222,9.25167423546916,12.188422799337028
116,534176060,20,5,78.0,9360,3,3,4,17,2,0,2,6,7,1972,2006,3,9,3,0.0,3,3,1,3,3,3,0,982.0,6,0.0,179.0,1161.0,3,1,4,1381,0,0,1381,1.0,0.0,1,1,3,1,4,5,7,1,1,1972.0,2,2.0,2,0,0,0,0,0,0,0,3,2010,9,4,197500,2.5,0,9.144307401371744,12.193498926601634
117,534176230,60,5,80.0,9600,3,3,4,17,2,0,5,6,6,1971,1971,1,8,3,0.0,3,3,1,3,3,3,0,329.0,6,0.0,386.0,715.0,3,1,4,930,715,0,1645,0.0,0.0,1,2,4,1,3,7,7,0,1,1971.0,2,2.0,2,0,78,0,0,0,0,0,6,2010,9,4,171000,2.0,78,9.169622538697624,12.049424683420915
118,534202160,20,5,80.0,9600,3,3,4,15,2,0,2,5,5,1966,1966,3,13,1,172.0,3,3,1,3,3,3,5,698.0,6,0.0,534.0,1232.0,3,1,4,1232,0,0,1232,1.0,0.0,1,1,3,1,3,6,7,0,1,1966.0,2,2.0,2,0,224,0,0,0,0,0,4,2010,9,4,142250,2.5,224,9.169622538697624,11.865348381840844
119,534251320,20,5,80.0,9790,3,3,4,17,1,0,2,6,5,1963,1963,3,6,1,451.0,3,3,1,3,3,3,0,569.0,5,81.0,678.0,1328.0,3,1,4,1328,0,0,1328,1.0,0.0,1,1,3,1,3,6,7,2,1,1963.0,3,2.0,2,0,26,0,0,0,0,0,6,2010,9,4,143000,2.5,26,9.189218875354072,11.870606902224587
120,534276360,20,5,77.0,9320,0,3,4,15,2,0,2,4,5,1959,1959,1,9,3,0.0,3,3,1,3,3,3,0,569.0,6,0.0,381.0,950.0,2,1,4,1225,0,0,1225,1.0,0.0,1,1,3,1,3,6,7,0,6,0.0,1,0.0,2,352,0,0,0,0,0,400,1,2010,9,4,128950,2.5,0,9.140025198061156,11.767187766223199
121,534401110,20,5,90.0,9900,3,3,0,15,2,0,2,5,5,1966,1966,3,6,3,0.0,3,3,2,4,3,3,1,1059.0,6,0.0,150.0,1209.0,4,1,4,1209,0,0,1209,1.0,0.0,1,0,3,1,3,6,7,0,1,1966.0,2,2.0,2,0,0,120,0,0,0,0,4,2010,3,4,159000,2.0,120,9.200391041122515,11.976665770490767
122,534401140,20,5,88.0,9680,3,3,4,15,2,0,2,5,6,1967,1967,1,14,1,268.0,3,3,1,3,3,3,1,1010.0,6,0.0,500.0,1510.0,5,1,4,1510,0,0,1510,1.0,0.0,2,0,3,1,4,6,7,0,1,1967.0,2,2.0,2,0,40,0,0,204,0,0,4,2010,9,4,178900,3.0,244,9.177920480720072,12.094587859196112
123,534403360,80,5,73.0,10600,0,3,4,15,2,0,7,6,5,1964,1964,1,6,3,0.0,3,3,1,3,3,3,6,0.0,6,0.0,533.0,533.0,3,1,4,1131,644,0,1775,0.0,0.0,2,0,3,1,3,8,7,0,1,1964.0,3,2.0,2,0,172,0,0,0,0,0,5,2010,0,3,136300,2.0,172,9.268703615273097,11.822620954414864
124,534403410,80,5,73.0,14112,0,3,0,15,2,0,7,5,7,1964,1964,3,14,1,86.0,3,3,2,3,3,0,2,1014.0,6,0.0,138.0,1152.0,3,1,4,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,7,1,1,1964.0,2,2.0,2,227,0,0,0,0,0,0,4,2010,9,4,180500,2.0,0,9.554851637414007,12.103491596905931
125,534425310,85,5,80.0,8800,3,3,4,15,1,0,6,6,7,1963,1963,1,8,1,156.0,3,4,2,3,3,1,2,763.0,6,0.0,173.0,936.0,5,1,4,1054,0,0,1054,1.0,0.0,1,0,3,1,4,6,7,0,1,1963.0,2,2.0,2,120,0,0,0,0,0,0,5,2010,9,0,137500,2.0,0,9.082620630373812,11.83138646878959
126,534427010,90,5,98.0,13260,0,3,4,15,2,2,2,5,6,1962,2001,3,6,1,144.0,3,3,1,3,3,3,1,1500.0,6,0.0,228.0,1728.0,3,1,4,1728,0,0,1728,2.0,0.0,2,0,6,2,3,10,7,0,6,0.0,1,0.0,2,0,0,0,0,0,0,0,1,2010,7,0,84900,4.0,0,9.4925826756776,11.349241150793087
127,534430080,20,5,68.0,9717,3,3,4,15,2,0,2,5,6,1950,1996,3,8,3,0.0,3,3,1,3,3,2,2,49.0,5,1029.0,0.0,1078.0,4,1,0,1078,0,0,1078,1.0,0.0,1,0,2,1,4,5,7,0,1,1950.0,3,1.0,2,366,0,112,0,0,0,0,4,2010,9,4,142125,2.0,112,9.181735114965848,11.864469267087891
128,534431050,50,5,68.0,9724,3,3,4,15,2,0,0,5,7,1952,2002,1,8,1,265.0,4,3,1,3,3,3,3,670.0,6,0.0,470.0,1140.0,4,1,4,1929,532,0,2461,0.0,0.0,2,0,3,1,3,7,3,2,5,1994.0,3,2.0,2,0,0,0,0,0,0,0,3,2010,9,4,197600,2.0,0,9.182455168486648,12.194005125011843
129,534431070,50,5,120.0,17360,3,3,0,15,0,0,0,6,6,1949,1950,1,8,4,340.0,3,4,1,3,3,3,5,300.0,6,0.0,482.0,782.0,3,1,4,1019,537,0,1556,0.0,0.0,2,0,3,1,3,6,7,1,1,1949.0,3,2.0,2,0,0,150,0,0,0,0,1,2010,9,4,172500,2.0,150,9.761981590241948,12.058158312538197
130,534450180,20,5,50.0,7207,0,3,4,3,2,0,2,5,7,1958,2008,1,14,3,0.0,3,4,1,3,3,1,1,696.0,6,0.0,162.0,858.0,4,1,4,858,0,0,858,1.0,0.0,1,0,2,1,3,4,7,0,6,0.0,1,0.0,2,117,0,0,0,0,0,0,2,2010,9,4,116500,2.0,0,8.882946799288174,11.665655135642039
131,534451150,30,5,55.0,5350,0,3,4,3,2,0,2,3,2,1940,1966,1,14,3,0.0,3,1,1,3,3,3,6,0.0,6,0.0,728.0,728.0,5,1,4,1306,0,0,1306,0.0,0.0,1,0,3,1,2,6,4,0,6,0.0,1,0.0,2,263,0,0,0,0,0,450,5,2010,9,4,76500,1.0,0,8.585038738311304,11.245059091624615
132,534475100,20,5,80.0,9920,3,3,4,15,2,0,2,5,5,1954,1954,1,6,4,110.0,3,3,1,3,3,3,5,354.0,3,290.0,412.0,1056.0,3,1,4,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,7,0,1,1954.0,2,1.0,2,0,0,164,0,0,0,0,2,2010,9,4,128000,2.0,164,9.202409001649903,11.759793355371237
133,534476260,80,5,80.0,9600,3,3,4,15,2,0,7,6,6,1955,1972,1,0,1,164.0,3,3,1,3,3,0,1,674.0,3,132.0,350.0,1156.0,5,1,4,1520,0,0,1520,1.0,0.0,1,0,3,1,3,7,7,2,2,1955.0,2,1.0,2,0,0,189,0,0,0,0,3,2010,9,4,153000,2.0,189,9.169622538697624,11.938199736300925
134,534479320,20,5,78.0,7800,3,3,4,15,2,0,2,5,6,1954,1954,1,6,1,200.0,3,3,2,3,3,3,3,540.0,6,0.0,728.0,1268.0,4,1,4,1268,0,0,1268,0.0,0.0,1,0,2,1,3,7,7,1,1,1954.0,0,1.0,2,0,98,0,0,0,0,0,3,2010,9,4,132000,1.0,98,8.962007209588313,11.790564777297387
135,535101020,85,5,75.0,11380,0,3,4,15,2,0,6,6,8,1966,2008,1,6,1,216.0,3,3,1,3,3,1,2,944.0,6,0.0,136.0,1080.0,4,1,4,1128,0,0,1128,1.0,0.0,1,0,2,1,4,5,7,1,1,1966.0,3,1.0,2,238,0,0,0,0,0,1500,1,2010,9,4,178000,2.0,0,9.33970057728189,12.08954444723597
136,535106190,90,5,80.0,11600,3,3,0,15,1,2,5,5,5,1960,1960,1,8,1,361.0,3,3,1,3,3,3,5,443.0,6,0.0,662.0,1105.0,3,1,0,1105,1169,0,2274,0.0,0.0,2,0,5,2,3,12,7,0,5,1960.0,3,2.0,2,0,0,0,0,0,0,0,1,2010,9,4,154300,2.0,0,9.358846580275406,11.946660519211651
137,535125010,20,5,73.0,19900,3,3,4,15,3,0,2,7,5,1970,1989,1,9,1,287.0,3,3,1,4,3,1,2,912.0,6,0.0,1035.0,1947.0,3,1,4,2207,0,0,2207,1.0,0.0,2,0,3,1,3,7,2,1,1,1970.0,2,2.0,2,301,0,0,0,0,0,0,7,2010,9,4,180000,3.0,0,9.898525260706313,12.100717685412471
138,535126040,20,5,137.0,16492,0,3,0,15,3,0,2,6,6,1966,2002,1,3,3,0.0,4,3,1,3,3,3,0,247.0,5,713.0,557.0,1517.0,5,1,4,1888,0,0,1888,0.0,0.0,2,1,2,1,4,6,4,1,1,1966.0,0,2.0,2,0,0,0,0,0,0,0,6,2010,9,4,190000,2.5,0,9.710691327448153,12.154784614286667
139,535152010,90,5,70.0,8267,3,3,0,15,1,2,2,5,5,1958,1958,1,6,3,0.0,3,3,1,3,3,3,6,0.0,6,0.0,1604.0,1604.0,3,1,4,1604,0,0,1604,0.0,0.0,2,0,4,2,3,8,7,0,1,1958.0,3,2.0,2,42,0,0,0,0,0,0,3,2010,9,4,135000,2.0,0,9.020147920801659,11.813037464800539
140,535152050,20,5,70.0,8197,3,3,4,15,2,0,2,7,5,2003,2009,1,13,1,506.0,4,3,2,4,3,3,2,1188.0,6,0.0,292.0,1480.0,5,1,4,1480,0,0,1480,1.0,0.0,2,0,3,1,4,7,7,0,1,2003.0,2,2.0,2,252,73,0,0,0,0,300,2,2010,9,4,214000,3.0,73,9.011645501064283,12.273735966890268
141,535152130,20,5,73.0,8050,0,3,4,15,2,0,2,5,5,1959,1959,3,8,1,150.0,3,3,1,3,3,3,1,856.0,5,162.0,125.0,1143.0,3,1,4,1143,0,0,1143,1.0,0.0,1,0,3,1,3,6,7,0,1,1959.0,2,1.0,2,0,0,0,0,0,0,0,5,2010,9,4,136000,2.0,0,8.993551586299981,11.820417517632333
